22.10.2020;19:06:35;1;CI0
22.10.2020;19:06:35;1;DI0
22.10.2020;19:06:36;1.1;HR0
22.10.2020;19:11:36;1;CI0
22.10.2020;19:11:36;1;DI0
22.10.2020;19:11:36;1.1;HR0
22.10.2020;19:27:01;1;CI0
22.10.2020;19:27:02;1;DI0
22.10.2020;19:27:02;1.1;HR0
22.10.2020;20:03:22;0;CI0
22.10.2020;20:03:22;1;DI0
22.10.2020;20:03:22;567.8;HR0
22.10.2020;20:08:22;0;CI0
22.10.2020;20:08:22;1;DI0
22.10.2020;20:08:22;567.8;HR0
22.10.2020;20:13:23;0;CI0
22.10.2020;20:13:21;1;DI0
22.10.2020;20:13:22;567.8;HR0
